count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24
1,-5.78,3.33,2.89,3.78,4.78,2.78,2.33,1.78,2.78,2.22,1.78,1.22,2.22,4.56,4.11,3.56,1.67,4.00,3.56,3.00,4.00,2.00,3.00,2.44,3.44,1.00
1,-6.50,3.75,3.25,1.00,3.75,1.50,4.25,2.00,4.75,2.50,5.25,3.00,4.13,3.50,1.37,4.00,5.13,4.50,2.38,5.00,1.25,5.50,1.75,2.75,2.25,2.75
2,-6.50,4.50,3.25,2.50,1.25,3.75,2.50,5.00,3.75,3.00,1.75,1.00,4.63,5.50,4.25,3.50,2.25,1.50,1.88,2.75,4.75,4.00,2.75,2.00,4.00,5.25
14,-26.00,18.00,13.00,10.00,5.00,2.00,23.00,20.00,15.00,12.00,7.00,4.00,25.00,22.00,17.00,14.00,9.00,6.00,1.00,24.00,19.00,16.00,11.00,8.00,3.00,21.00
1,-6.50,3.50,3.25,3.75,3.50,4.00,3.75,1.00,2.38,4.50,4.25,4.75,1.25,1.75,4.75,2.00,1.75,5.50,5.25,2.50,2.25,2.75,4.13,3.00,2.75,3.00
3,-6.50,2.00,3.25,4.00,5.25,2.75,4.00,1.50,2.75,3.50,1.50,5.50,3.50,1.00,2.25,3.00,4.25,5.00,3.00,3.75,5.00,2.50,3.75,4.50,2.50,1.25
1,-8.67,5.33,4.33,2.00,1.00,7.33,6.33,4.00,3.00,5.00,6.17,6.00,5.00,2.67,1.67,3.67,7.00,4.67,3.67,1.33,2.50,6.67,5.67,3.33,2.33,7.67
1,-6.50,2.50,3.25,5.00,2.50,4.25,5.00,3.50,1.00,4.38,3.50,2.00,2.75,4.50,3.63,2.13,2.88,3.00,3.75,2.25,3.00,1.50,5.50,4.00,1.50,4.00
3,-13.00,6.00,6.50,12.00,6.00,5.00,5.50,11.00,5.00,4.00,11.00,10.00,4.00,3.00,10.00,9.00,3.00,2.00,9.00,8.00,2.00,1.00,8.00,7.00,7.50,7.00
5,-13.00,7.00,6.50,1.00,7.00,8.00,7.50,2.00,8.00,9.00,8.50,3.00,9.00,10.00,3.00,4.00,10.00,11.00,4.00,5.00,4.50,12.00,5.00,6.00,5.50,6.00
2,-13.00,3.00,6.50,6.00,9.50,9.00,6.00,12.00,2.50,2.00,5.50,5.00,8.50,8.00,5.00,11.00,8.00,1.00,4.50,4.00,7.50,7.00,10.50,10.00,7.00,3.50
1,-5.52,3.21,2.76,3.27,3.61,3.33,1.30,2.61,4.52,1.09,3.00,3.52,3.85,2.00,3.91,4.42,1.61,2.91,1.67,2.18,2.52,2.24,1.00,2.30,4.21,1.91
1,-6.84,4.00,3.42,3.89,1.95,2.42,1.84,3.68,5.84,2.21,3.00,4.84,2.89,2.00,4.16,4.63,2.68,3.16,3.95,4.42,3.84,2.95,1.00,2.84,5.00,4.89
1,-5.20,1.00,2.60,2.00,2.30,3.00,3.30,4.00,1.70,2.40,1.40,3.40,1.10,1.80,2.10,2.80,3.10,1.20,4.10,2.20,3.80,3.20,3.50,4.20,1.90,2.90
1,-6.50,3.00,3.25,2.75,3.00,2.50,2.75,5.50,4.13,2.00,2.25,1.75,5.25,4.75,1.75,4.50,4.75,1.00,1.25,4.00,4.25,3.75,2.38,3.50,3.75,3.50
1,-6.50,5.00,3.25,3.50,5.00,2.00,3.50,3.75,2.00,2.25,3.75,4.00,5.50,2.50,4.00,4.25,2.50,2.75,1.00,4.50,2.75,3.00,4.50,1.50,3.00,1.50
1,-5.52,3.52,2.76,2.30,3.91,1.09,1.91,2.24,3.85,2.61,4.21,2.18,2.21,3.33,1.00,2.91,4.52,3.27,3.30,4.42,1.30,3.21,1.67,2.00,3.61,1.61
1,-4.33,3.11,2.17,3.33,2.39,2.11,1.17,2.33,2.83,1.11,1.61,1.33,1.83,3.00,2.06,3.22,2.28,2.00,2.50,2.22,2.72,1.00,1.50,1.22,3.17,1.94
1,-8.67,5.67,4.33,2.67,5.67,4.00,7.00,5.33,4.00,6.67,1.00,5.83,2.33,2.83,3.67,2.00,5.00,3.33,6.33,4.67,7.67,6.00,4.67,3.00,1.67,3.00
1,-6.50,4.00,3.25,1.50,4.00,5.50,3.67,3.00,2.25,2.67,5.17,4.50,3.75,2.00,1.25,3.83,5.25,3.50,2.75,1.00,1.33,5.00,4.25,2.50,2.83,2.50
1,-8.67,5.33,4.33,2.00,1.00,3.00,6.33,4.00,3.00,5.00,4.00,6.00,5.00,2.67,1.67,3.67,7.00,4.67,3.67,5.67,4.67,6.67,5.67,3.33,2.33,7.67
5,-13.00,4.00,6.50,8.00,4.00,12.00,8.00,3.00,5.50,7.00,3.00,11.00,7.00,2.00,4.50,6.00,8.50,10.00,6.00,1.00,10.00,5.00,7.50,9.00,5.00,9.00
1,-6.50,3.00,3.25,2.75,3.00,2.50,2.75,5.50,2.50,2.00,2.25,1.75,2.00,4.75,5.00,4.50,1.50,1.00,4.50,4.00,4.25,3.75,4.00,3.50,3.75,3.50
1,-6.50,3.75,3.25,1.00,3.75,1.50,2.63,2.00,4.75,2.50,3.63,3.00,2.50,3.50,4.63,4.00,1.88,4.50,4.00,5.00,2.88,5.50,1.75,2.75,3.88,2.75
1,-4.33,1.56,2.17,1.67,3.00,3.22,3.11,3.33,3.22,2.00,3.33,2.11,2.00,2.22,2.11,2.33,2.22,1.00,2.33,1.11,1.00,2.67,1.11,2.78,1.22,1.33
1,-5.57,3.57,2.79,3.43,4.50,3.29,2.50,1.29,2.36,3.00,4.07,1.00,2.07,4.57,3.79,2.57,1.79,4.29,3.50,2.29,1.50,2.14,3.21,2.00,3.07,1.07
5,-13.00,6.00,6.50,5.50,6.00,5.00,12.00,11.00,5.00,4.00,4.50,10.00,4.00,3.00,10.00,9.00,3.00,2.00,9.00,8.00,8.50,7.50,8.00,7.00,1.00,7.00
3,-13.00,2.00,6.50,4.00,8.50,6.00,4.00,8.00,6.00,10.00,8.00,5.50,10.00,7.50,12.00,3.00,1.00,5.00,3.00,7.00,5.00,9.00,7.00,11.00,9.00,4.50
2,-6.50,3.50,3.25,3.75,5.13,4.00,3.75,1.00,2.38,4.50,4.25,3.13,1.25,3.38,4.75,2.00,1.75,5.50,5.25,2.50,2.25,2.75,4.13,3.00,2.75,1.37
1,-6.50,1.00,3.25,2.00,4.25,3.00,5.25,4.00,4.08,2.83,5.08,3.83,1.75,2.67,2.75,3.67,3.75,2.50,4.75,3.50,1.42,4.50,2.42,5.50,1.25,2.25
1,-6.50,3.75,3.25,1.00,3.75,1.50,1.00,2.00,4.75,2.50,2.00,3.00,2.50,3.50,3.00,4.00,3.50,4.50,4.00,5.00,4.50,5.50,1.75,2.75,5.50,2.75
1,-4.33,2.75,2.17,1.17,1.67,2.83,3.33,2.33,2.83,2.92,2.88,2.96,1.83,1.38,1.33,1.42,3.00,2.00,2.50,1.50,1.46,3.17,1.50,1.58,1.00,2.67
1,-6.50,3.50,3.25,3.75,3.50,4.00,3.75,1.00,4.00,4.50,4.25,4.75,4.50,1.75,1.50,2.00,5.00,5.50,2.00,2.50,2.25,2.75,2.50,3.00,2.75,3.00
1,-8.67,6.67,4.33,4.67,5.22,2.67,3.22,6.44,7.00,4.44,5.00,5.33,3.00,3.33,1.00,4.22,7.67,2.22,5.67,6.00,3.67,4.00,1.67,2.00,5.44,3.44
1,-4.33,2.33,2.17,2.93,1.47,2.67,2.93,1.53,2.67,3.00,1.53,1.00,3.00,3.33,1.87,1.33,2.47,2.80,1.33,1.67,2.80,1.40,1.67,2.00,1.40,2.87
21,-26.00,12.00,13.00,24.00,25.00,10.00,11.00,22.00,23.00,8.00,9.00,20.00,21.00,6.00,7.00,18.00,19.00,4.00,5.00,16.00,17.00,2.00,3.00,14.00,15.00,1.00
1,-6.12,4.00,3.06,1.88,4.00,2.82,4.94,3.76,5.12,4.71,3.00,4.12,1.65,2.00,2.59,1.41,3.53,2.35,4.47,3.29,3.12,4.24,1.00,2.12,1.18,2.12
3,-6.50,3.00,3.25,2.75,3.00,2.50,2.75,5.50,2.50,2.00,5.50,5.00,2.00,1.50,5.00,4.50,1.50,1.00,4.50,4.00,1.00,3.75,4.00,3.50,3.75,3.50
4,-13.00,2.00,6.50,4.00,8.50,6.00,10.50,8.00,6.00,10.00,1.50,12.00,3.50,1.00,5.50,3.00,7.50,5.00,9.50,7.00,11.50,9.00,7.00,11.00,2.50,4.50
1,-8.67,2.67,4.33,5.33,7.00,5.83,1.00,2.00,3.67,4.67,6.33,3.00,4.67,5.67,3.00,4.00,5.67,6.67,4.00,2.83,2.33,3.33,5.00,6.00,7.67,1.67
1,-4.55,1.75,2.28,3.50,2.73,2.00,1.23,2.45,2.33,3.55,2.78,1.40,3.23,3.15,1.73,1.00,2.83,2.10,1.33,2.55,1.78,1.05,2.23,2.80,3.33,1.83
1,-8.67,6.00,4.33,3.33,1.67,5.00,7.67,6.67,5.00,4.00,2.33,1.33,4.00,7.33,5.67,4.67,3.00,2.00,4.67,3.67,6.33,5.33,3.67,2.67,1.00,7.00
1,-5.78,2.00,2.89,4.00,3.44,1.67,2.56,2.22,4.56,4.22,3.67,3.33,2.78,2.44,4.78,1.56,1.00,3.56,3.00,4.11,2.11,1.78,1.22,3.78,3.22,2.33
1,-4.88,2.38,2.44,1.50,3.19,2.25,1.50,3.00,3.88,3.75,2.19,3.69,1.31,1.19,2.88,1.12,2.00,1.88,3.56,2.63,2.69,3.38,1.00,2.50,3.38,1.69
5,-13.00,7.00,6.50,1.00,7.00,8.00,7.50,2.00,1.50,9.00,8.50,3.00,2.50,10.00,9.50,4.00,3.50,11.00,10.50,5.00,4.50,12.00,11.50,6.00,5.50,6.00
1,-7.80,6.80,3.90,5.80,4.20,4.80,3.20,3.80,2.20,2.80,6.40,4.40,5.40,3.40,4.40,5.00,3.40,4.00,2.40,3.00,1.40,2.00,5.60,1.00,4.60,3.60
1,-6.50,4.50,3.25,2.50,4.50,3.75,2.50,5.00,3.75,3.00,5.00,1.00,3.00,5.50,1.00,3.50,5.50,1.50,3.50,2.75,1.50,4.00,2.75,2.00,4.00,2.00
1,-5.20,2.00,2.60,4.00,2.00,3.40,1.40,2.80,2.10,2.20,1.50,1.60,2.20,3.60,4.20,3.00,1.00,2.40,3.00,1.80,3.70,1.20,3.10,3.20,3.80,3.20
3,-6.50,2.50,3.25,5.00,4.13,1.00,1.75,3.50,4.25,2.75,5.13,2.00,2.75,4.50,5.25,3.75,1.25,3.00,3.75,5.50,1.37,1.50,2.25,4.00,4.75,2.38
1,-7.43,5.43,3.71,3.43,3.57,5.14,1.57,3.14,3.29,4.86,5.00,2.86,3.00,4.57,1.00,2.57,6.43,4.29,4.43,2.29,2.43,4.00,4.14,2.00,5.86,3.86
2,-13.00,7.50,6.50,2.00,1.00,3.00,2.00,4.00,3.00,5.00,4.00,6.00,5.00,7.00,6.00,8.00,7.00,9.00,8.00,10.00,9.00,11.00,10.00,5.50,11.00,12.00
11,-13.00,6.00,6.50,12.00,6.00,5.00,12.00,11.00,5.00,4.00,11.00,10.00,4.00,3.00,10.00,9.00,3.00,2.00,9.00,8.00,2.00,1.00,8.00,7.00,1.00,7.00
1,-6.50,1.00,3.25,2.00,4.25,3.00,5.25,4.00,1.37,5.00,2.38,2.75,1.75,3.75,2.75,1.50,3.75,2.50,4.75,3.50,4.13,4.50,5.13,5.50,1.25,2.25
1,-13.00,1.00,6.50,2.00,7.50,3.00,8.50,4.00,9.50,5.00,4.00,6.00,5.00,7.00,6.00,8.00,7.00,9.00,8.00,10.00,9.00,11.00,3.50,12.00,4.50,5.50
2,-8.67,3.00,4.33,6.00,3.00,4.67,1.67,3.33,4.67,2.00,7.67,2.83,6.33,5.83,5.00,6.67,3.67,5.33,2.33,4.00,1.00,2.67,4.00,5.67,7.00,5.67
1,-8.67,3.33,4.33,6.67,7.67,1.33,2.33,4.67,5.67,5.11,6.11,2.67,3.67,6.00,7.00,3.56,1.67,4.00,5.00,7.33,2.56,2.00,3.00,5.33,6.33,1.00
16,-13.00,11.00,6.50,9.00,11.00,7.00,9.00,5.00,7.00,3.00,5.00,1.00,3.00,12.00,1.00,10.00,12.00,8.00,10.00,6.00,8.00,4.00,6.00,2.00,4.00,2.00
1,-3.00,2.00,1.50,2.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00,2.00
1,-10.40,6.00,5.20,6.80,3.40,7.60,9.40,8.40,5.00,4.00,5.80,4.80,6.60,5.60,7.40,6.40,3.00,2.00,3.80,2.80,4.60,3.60,5.40,4.40,1.00,7.00
1,-8.67,6.67,4.33,4.67,2.33,2.67,2.50,5.00,4.83,7.33,5.00,5.33,3.00,3.33,1.00,1.33,7.67,3.67,5.67,6.00,3.67,4.00,3.83,2.00,6.17,6.33
2,-13.00,9.00,6.50,5.00,9.00,7.50,5.00,10.00,1.00,6.00,10.00,2.00,6.00,11.00,8.50,7.00,4.50,3.00,7.00,5.50,3.00,8.00,12.00,4.00,8.00,4.00
7,-13.00,3.00,6.50,6.00,3.00,9.00,6.00,5.50,9.00,2.00,12.00,5.00,2.00,8.00,5.00,11.00,8.00,7.50,11.00,4.00,1.00,7.00,4.00,10.00,7.00,10.00
12,-13.00,4.00,6.50,8.00,4.00,12.00,8.00,3.00,12.00,7.00,3.00,11.00,7.00,2.00,11.00,6.00,2.00,10.00,6.00,1.00,10.00,5.00,1.00,9.00,5.00,9.00
1,-6.50,3.50,3.25,3.75,3.50,4.00,3.75,1.00,4.00,4.50,1.00,1.50,4.50,5.00,1.50,2.00,5.00,5.50,2.00,2.50,5.50,2.75,2.50,3.00,2.75,3.00
1,-7.09,3.82,3.55,2.91,5.00,2.00,4.09,5.82,3.18,2.55,2.27,4.00,6.09,3.09,5.18,4.55,1.91,1.27,1.00,5.09,4.82,4.18,3.91,3.27,3.00,2.09
19,-13.00,7.00,6.50,1.00,7.00,8.00,1.00,2.00,8.00,9.00,2.00,3.00,9.00,10.00,3.00,4.00,10.00,11.00,4.00,5.00,11.00,12.00,5.00,6.00,12.00,6.00
2,-8.67,3.33,4.33,6.67,7.67,5.67,6.67,4.67,5.67,3.67,4.67,2.67,3.67,6.00,7.00,5.00,1.67,4.00,5.00,3.00,4.00,2.00,3.00,5.33,2.00,1.00
1,-8.67,4.00,4.33,3.67,4.00,3.33,3.67,3.00,7.67,7.00,3.00,6.67,2.67,2.00,6.67,1.67,2.00,5.67,6.00,5.33,5.67,5.00,1.00,4.67,5.00,4.67
1,-5.20,2.00,2.60,4.00,2.00,2.10,1.40,2.80,2.10,2.20,4.10,4.20,2.20,1.00,4.20,3.00,1.00,2.40,3.00,3.10,1.10,1.20,3.10,3.20,3.80,3.20
1,-6.84,5.05,3.42,3.26,3.00,2.84,2.58,2.42,2.16,2.00,5.84,4.32,5.42,2.53,4.32,4.84,2.53,4.42,1.42,4.00,1.00,3.58,4.68,1.79,4.26,3.84
1,-4.95,1.00,2.48,2.00,1.62,1.14,2.62,1.52,3.62,1.90,1.52,2.29,2.52,2.67,3.52,3.05,1.43,3.43,2.43,3.81,3.43,2.95,1.33,3.95,2.33,3.33
1,-6.50,1.50,3.25,3.00,1.50,4.50,3.00,2.75,4.50,1.00,2.75,2.50,1.00,4.00,2.50,5.50,4.00,3.75,5.50,2.00,3.75,3.50,2.00,5.00,3.50,5.00
1,-3.00,2.00,1.50,1.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00
1,-13.00,6.00,6.50,12.00,6.00,5.00,5.50,11.00,5.00,4.00,4.50,10.00,4.00,3.00,10.00,9.00,3.00,2.00,9.00,8.00,8.50,1.00,8.00,7.00,7.50,7.00
3,-13.00,12.00,6.50,11.00,5.50,10.00,4.50,9.00,3.50,8.00,9.00,7.00,8.00,6.00,7.00,5.00,6.00,4.00,5.00,3.00,4.00,2.00,9.50,1.00,8.50,7.50
1,-3.00,2.00,1.50,2.00,2.00,2.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00
28,-26.00,14.00,13.00,2.00,1.00,16.00,15.00,4.00,3.00,18.00,17.00,6.00,5.00,20.00,19.00,8.00,7.00,22.00,21.00,10.00,9.00,24.00,23.00,12.00,11.00,25.00
1,-8.67,4.00,4.33,3.67,4.00,3.33,3.67,7.33,7.67,2.67,3.00,6.67,7.00,2.00,2.33,6.00,6.33,1.33,1.67,5.33,5.67,5.00,1.00,4.67,5.00,4.67
1,-6.50,1.00,3.25,2.00,4.25,3.00,2.00,4.00,3.00,5.00,4.00,2.75,5.00,3.75,2.75,1.50,3.75,2.50,1.50,3.50,2.50,4.50,3.50,5.50,4.50,2.25
3,-8.67,3.33,4.33,6.67,7.67,1.33,2.33,4.67,5.67,3.67,4.67,2.67,3.67,6.00,2.67,5.00,6.00,4.00,5.00,7.33,4.00,2.00,3.00,5.33,6.33,1.00
1,-8.67,3.67,4.33,7.33,3.67,6.67,3.00,6.00,2.33,5.33,1.67,4.67,1.00,4.00,4.67,3.33,4.00,2.67,7.67,2.00,7.00,1.33,6.33,5.00,5.67,5.00
1,-7.80,1.80,3.90,3.60,4.40,5.40,1.00,2.00,2.80,3.80,2.00,3.00,3.80,4.80,3.00,4.00,4.80,5.80,4.00,2.40,5.80,4.20,5.00,6.00,6.80,3.40
1,-7.43,3.14,3.71,2.57,5.00,2.00,4.43,5.14,5.71,2.71,3.29,4.00,6.43,3.43,2.14,4.71,5.29,2.29,1.00,5.43,4.14,4.86,1.71,4.29,3.00,2.43
1,-4.33,2.67,2.17,3.17,2.67,2.80,1.00,2.00,2.80,2.93,1.13,1.27,2.07,3.07,3.00,1.40,1.33,2.33,2.27,1.53,3.20,1.17,1.53,1.67,3.33,1.67
17,-13.00,1.00,6.50,2.00,1.00,3.00,2.00,4.00,3.00,5.00,4.00,6.00,5.00,7.00,6.00,8.00,7.00,9.00,8.00,10.00,9.00,11.00,10.00,12.00,11.00,12.00
2,-8.67,3.67,4.33,7.33,3.67,6.67,3.00,6.00,2.33,5.33,1.67,4.67,1.00,4.00,2.50,3.33,6.17,2.67,7.67,2.00,7.00,1.33,6.33,5.00,5.67,5.00
1,-6.50,4.50,3.25,2.50,1.25,3.75,4.13,5.00,3.75,3.00,1.75,1.00,1.37,5.50,4.25,3.50,2.25,1.50,5.13,2.75,4.75,4.00,2.75,2.00,2.38,5.25
1,-6.50,4.50,3.25,2.50,1.25,3.75,4.13,1.75,3.75,3.00,1.75,1.00,3.00,5.50,4.25,3.50,2.25,4.75,3.50,2.75,4.75,4.00,2.75,2.00,2.38,5.25
1,-3.00,1.00,1.50,1.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00
1,-5.20,2.10,2.60,4.20,2.10,2.40,4.20,3.20,1.10,4.00,3.20,2.20,1.40,3.00,2.20,1.20,3.00,2.00,3.80,2.80,2.00,1.00,4.10,3.10,1.00,3.10
10,-13.00,5.00,6.50,10.00,5.00,2.00,10.00,7.00,2.00,12.00,7.00,4.00,12.00,9.00,4.00,1.00,9.00,6.00,1.00,11.00,6.00,3.00,11.00,8.00,3.00,8.00
1,-8.67,3.00,4.33,1.67,3.00,4.67,6.00,3.33,4.67,2.00,7.67,5.00,2.00,3.67,5.00,6.67,3.67,5.33,6.67,4.00,1.00,7.00,4.00,5.67,2.67,5.67
1,-5.20,3.87,2.60,2.53,3.00,1.20,3.40,3.33,3.80,2.00,4.20,2.40,2.87,2.80,3.27,3.20,1.93,1.87,2.33,4.00,1.00,2.67,1.40,1.33,1.80,2.20
1,-5.57,2.71,2.79,3.57,4.57,3.50,2.64,1.57,2.57,2.43,3.43,1.43,1.50,4.14,4.21,3.14,1.36,4.00,4.07,2.07,2.14,2.00,3.00,2.86,2.93,1.00
2,-8.67,4.00,4.33,5.11,2.56,3.33,3.67,7.33,7.67,2.67,3.00,6.67,7.00,2.00,2.33,6.00,6.33,1.33,1.67,5.33,5.67,3.56,1.00,4.67,5.00,6.11
1,-4.64,2.00,2.32,2.14,1.07,1.36,1.21,2.43,3.21,2.57,1.50,2.71,1.64,1.93,3.64,2.07,1.00,2.21,3.00,3.29,3.14,2.50,1.43,2.64,3.43,3.57
1,-6.50,1.00,3.25,2.00,4.25,3.00,5.25,4.00,4.63,3.38,4.00,2.75,5.00,3.75,2.75,3.13,3.75,2.50,1.50,3.50,2.50,4.50,1.88,5.50,1.25,2.25
1,-5.20,1.80,2.60,3.60,1.80,2.80,1.00,2.00,2.80,1.20,2.00,3.00,1.20,2.20,3.00,4.00,2.20,3.20,4.00,2.40,3.20,1.60,2.40,3.40,4.20,3.40
1,-6.50,4.00,3.25,4.75,4.00,2.25,4.75,3.00,5.50,3.75,3.00,4.50,3.75,2.00,1.25,2.75,5.25,3.50,2.75,4.25,3.50,1.75,1.00,2.50,1.75,2.50
1,-6.50,2.50,3.25,5.00,2.50,3.60,4.35,3.50,1.00,4.70,3.50,2.00,1.45,4.50,3.95,1.80,2.55,3.00,5.05,2.90,3.00,1.50,5.50,4.00,2.15,4.00
1,-8.67,6.67,4.33,4.67,2.33,2.67,6.11,3.56,7.00,7.33,5.00,5.33,3.00,3.33,1.00,1.33,7.67,5.11,5.67,6.00,3.67,4.00,1.67,2.00,2.56,6.33
1,-6.50,2.00,3.25,4.00,2.00,2.75,4.00,1.50,2.75,3.50,1.50,2.25,3.50,4.25,5.50,3.00,1.00,5.00,3.00,3.75,5.00,2.50,3.75,4.50,2.50,4.50
1,-13.00,7.00,6.50,7.50,7.00,8.00,1.00,2.00,8.00,9.00,2.00,3.00,9.00,10.00,3.00,4.00,10.00,11.00,4.00,5.00,11.00,5.50,5.00,6.00,12.00,6.00
1,-8.67,4.00,4.33,5.11,2.56,3.33,3.67,7.33,7.67,2.67,3.00,6.67,4.11,2.00,2.33,6.00,6.33,1.33,4.56,5.33,5.67,3.56,1.00,4.67,5.00,6.11
1,-8.67,6.67,4.33,4.67,2.33,2.67,3.22,6.44,7.00,4.44,5.00,5.33,3.00,3.33,1.00,4.22,7.67,2.22,5.67,6.00,3.67,4.00,1.67,2.00,5.44,6.33
1,-8.67,6.67,4.33,4.67,2.33,2.67,4.67,5.00,2.67,7.33,5.00,5.33,3.00,3.33,1.00,1.33,7.67,3.67,5.67,6.00,3.67,4.00,6.00,2.00,4.00,6.33
1,-5.20,2.20,2.60,1.80,2.20,4.00,1.80,1.00,4.00,3.20,3.60,2.80,3.20,2.40,2.80,2.00,2.40,4.20,2.00,1.20,1.60,3.40,1.20,3.00,3.40,3.00
1,-8.67,3.56,4.33,1.33,5.00,2.00,5.67,2.67,6.33,3.33,7.00,4.00,7.67,4.67,2.56,5.33,6.11,6.00,1.00,6.67,1.67,7.33,2.33,5.11,3.00,3.67
1,-6.12,4.71,3.06,3.29,1.65,1.88,1.00,2.00,4.94,2.12,3.53,3.76,2.12,2.35,3.00,4.00,3.12,4.12,4.00,4.24,2.59,2.82,1.18,1.41,5.12,4.47
1,-8.67,6.67,4.33,4.67,6.67,7.00,4.67,5.00,2.67,3.00,5.00,5.33,3.00,3.33,1.00,5.67,7.67,3.67,5.67,1.67,3.67,4.00,6.00,2.00,4.00,2.00
1,-5.20,1.87,2.60,2.00,1.00,3.87,2.87,2.27,1.27,2.40,1.40,2.53,1.53,2.67,1.67,2.80,3.53,2.93,3.67,1.33,3.80,3.20,3.93,3.33,2.33,4.20
3,-13.00,9.00,6.50,5.00,9.00,1.00,5.00,10.00,7.50,6.00,10.00,2.00,6.00,11.00,2.00,7.00,11.00,3.00,7.00,12.00,3.00,8.00,5.50,4.00,8.00,4.00
1,-6.50,2.50,3.25,3.70,1.85,1.00,4.35,3.50,4.25,3.40,1.55,2.00,2.75,4.50,5.25,3.10,1.25,3.00,3.75,5.50,4.95,2.80,2.25,4.00,2.15,4.65
1,-3.00,1.00,1.50,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,2.00
1,-8.67,1.33,4.33,2.67,5.67,4.00,7.00,5.33,4.00,6.67,1.00,3.67,2.33,5.00,3.67,2.00,5.00,3.33,6.33,4.67,7.67,6.00,4.67,7.33,1.67,3.00
1,-4.64,1.21,2.32,2.43,1.21,2.71,2.43,3.00,3.64,3.29,2.07,3.57,2.36,1.07,1.71,1.36,2.93,1.64,2.29,1.93,2.57,2.21,1.00,3.43,2.21,3.43
1,-6.50,3.14,3.25,3.50,1.75,2.00,4.89,3.29,5.25,5.50,3.75,4.00,2.25,2.50,1.68,1.00,4.82,3.21,4.25,4.50,2.75,3.00,1.25,3.36,1.61,4.75
1,-5.91,4.91,2.95,3.91,3.73,2.91,3.91,1.91,4.09,2.09,4.27,2.27,4.45,3.64,3.45,3.82,2.45,4.00,1.45,3.00,1.64,2.00,1.82,1.00,2.00,2.18
1,-6.50,4.00,3.25,4.75,4.00,5.50,4.75,3.00,2.25,3.75,3.00,4.50,3.75,2.00,1.25,2.75,5.25,3.50,2.75,1.00,3.50,1.75,4.25,2.50,1.75,2.50
1,-4.33,2.00,2.17,1.83,2.00,1.67,1.83,1.50,1.67,1.33,1.50,1.17,1.33,3.17,3.33,3.00,1.00,2.83,3.00,2.67,2.83,2.50,2.67,2.33,2.50,2.33
1,-8.67,3.67,4.33,3.00,3.67,6.67,3.00,1.67,6.67,5.33,6.00,4.67,1.00,4.00,4.67,3.33,4.00,7.00,7.67,2.00,2.67,5.67,2.00,5.00,5.67,5.00
1,-8.67,2.00,4.33,4.00,6.33,6.00,6.17,3.67,6.00,3.50,3.67,3.33,5.67,5.33,7.67,5.17,1.00,5.00,3.00,2.67,5.00,4.67,2.67,6.67,2.50,2.33
2,-13.00,10.00,6.50,7.00,3.50,4.00,7.00,1.00,10.50,11.00,7.50,8.00,4.50,5.00,1.50,2.00,11.50,12.00,8.50,9.00,5.50,6.00,2.50,3.00,6.00,9.50
3,-13.00,5.00,6.50,10.00,5.00,2.00,10.00,7.00,2.00,12.00,7.00,4.00,5.50,9.00,4.00,1.00,9.00,6.00,7.50,11.00,6.00,3.00,11.00,8.00,3.00,8.00
2,-3.00,2.00,1.50,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00
1,-5.78,2.67,2.89,2.44,1.22,2.22,1.00,2.00,3.67,1.78,3.44,4.44,3.22,1.33,3.00,4.00,2.78,3.78,2.56,3.56,2.33,3.33,2.11,3.11,4.78,4.56
7,-13.00,3.00,6.50,6.00,3.00,9.00,6.00,12.00,9.00,2.00,5.50,5.00,8.50,8.00,5.00,11.00,8.00,1.00,4.50,4.00,7.50,7.00,4.00,10.00,7.00,10.00
1,-7.80,3.80,3.90,5.00,5.10,1.00,3.70,4.80,4.90,3.40,6.10,2.00,4.70,5.80,5.90,4.40,1.90,3.00,3.10,6.80,1.70,2.80,2.90,4.00,4.10,2.70
1,-4.33,1.58,2.17,1.00,1.58,1.50,3.17,2.00,1.50,1.42,3.08,3.00,1.42,1.33,3.00,2.92,1.33,2.33,2.92,2.83,1.25,3.33,2.83,2.75,1.17,2.75
