count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22
1,-8.00,2.67,5.00,5.33,3.67,2.00,2.33,4.67,7.00,5.33,1.67,4.00,4.33,2.67,1.00,5.33,3.67,6.00,6.33,2.67,3.00,3.33,5.67,4.33
2,-6.00,2.00,3.00,4.00,5.00,1.50,1.00,2.00,3.00,4.00,3.50,3.00,1.00,2.00,3.00,4.00,5.00,4.50,2.50,2.00,3.00,4.00,5.00,1.00
2,-8.00,2.67,3.00,5.33,5.67,6.00,5.67,3.33,1.00,3.33,3.67,4.00,3.67,6.67,7.00,1.33,4.33,2.00,4.33,4.67,5.00,4.67,2.33,2.33
2,-8.00,4.00,3.00,4.00,3.00,6.00,7.00,6.00,5.00,6.00,5.00,4.00,5.00,4.00,3.00,4.00,3.00,2.00,3.00,2.00,5.00,2.00,1.00,5.00
1,-4.80,1.60,2.60,3.20,3.80,1.20,1.00,2.00,1.80,2.80,2.60,2.40,1.00,2.00,3.00,2.80,3.80,3.60,2.20,2.00,2.20,2.80,3.80,1.00
1,-8.00,2.67,5.00,5.33,2.87,2.00,5.53,3.07,7.00,5.73,3.27,4.00,5.13,3.47,1.00,4.53,2.87,6.00,4.73,2.27,3.00,4.93,2.47,5.13
5,-12.00,4.00,3.00,8.00,7.00,6.00,11.00,10.00,9.00,2.00,7.00,6.00,5.00,4.00,3.00,8.00,7.00,6.00,5.00,10.00,9.00,2.00,1.00,5.00
1,-8.00,4.00,3.00,4.00,7.00,6.00,3.00,2.00,5.00,6.00,5.00,4.00,1.00,4.00,3.00,4.00,7.00,2.00,3.00,2.00,5.00,6.00,5.00,1.00
1,-6.00,4.00,3.00,2.00,2.50,1.50,5.00,4.00,3.00,2.00,4.00,3.00,5.00,4.00,3.00,2.00,1.00,4.50,2.00,4.00,3.00,2.00,1.00,3.50
1,-3.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,1.50,2.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00
1,-4.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,3.00,2.00,3.00,2.00,3.00,2.00,3.00,3.00
2,-8.00,4.00,3.00,4.00,3.00,6.00,7.00,6.00,5.00,2.00,1.00,4.00,5.00,4.00,3.00,4.00,3.00,2.00,7.00,6.00,5.00,2.00,1.00,5.00
1,-5.54,3.08,2.54,2.46,3.31,1.38,3.15,3.54,2.08,2.00,3.77,2.77,4.54,4.00,3.46,1.54,1.00,4.15,1.77,3.54,3.00,2.00,2.38,2.23
2,-8.00,2.67,5.00,5.33,5.67,2.00,2.33,4.67,7.00,3.33,1.67,4.00,4.33,6.67,1.00,1.33,3.67,6.00,6.33,4.67,3.00,3.33,5.67,2.33
1,-8.00,2.67,3.67,5.33,3.67,2.00,1.00,2.00,3.00,4.67,5.67,4.00,3.00,4.00,5.00,4.00,5.00,6.00,2.33,3.33,4.33,6.00,7.00,4.33
1,-5.54,2.46,3.46,3.08,4.08,1.38,1.00,2.00,3.00,2.62,3.62,2.77,1.46,1.54,2.54,4.00,4.08,4.15,1.92,2.92,2.08,3.54,4.54,1.46
1,-8.00,4.00,5.00,4.00,5.00,6.00,5.00,2.00,3.00,2.00,7.00,4.00,3.00,4.00,5.00,4.00,5.00,2.00,1.00,6.00,3.00,6.00,3.00,3.00
1,-4.80,1.60,1.40,3.20,3.00,1.20,1.40,2.80,2.60,1.20,1.00,2.40,2.60,2.40,2.20,2.40,2.20,3.60,3.80,3.60,3.40,2.00,3.40,1.80
1,-4.00,1.33,3.00,2.67,1.33,2.00,2.67,1.33,3.00,2.67,2.33,2.00,2.67,1.33,1.00,2.67,1.33,2.00,1.67,1.33,1.00,2.67,1.33,2.67
1,-4.80,3.20,3.00,1.60,1.40,1.20,3.80,2.80,1.80,2.00,1.00,2.40,3.40,3.20,3.00,1.60,1.40,3.60,3.80,2.80,1.80,2.00,1.00,3.40
1,-8.00,2.67,7.00,5.33,7.00,6.00,4.33,6.00,5.00,6.00,5.00,4.00,5.00,4.00,3.00,4.00,3.00,2.00,3.00,2.00,1.00,2.00,3.67,1.00
1,-4.00,2.33,3.00,1.67,2.33,2.00,2.67,1.33,3.00,2.67,1.33,2.00,2.67,1.33,1.00,2.67,1.33,2.00,2.67,1.33,1.00,2.67,1.33,1.67
1,-8.00,5.33,3.67,2.67,3.67,2.00,1.00,2.00,3.00,4.67,5.67,4.00,3.00,4.00,5.00,4.00,5.00,6.00,2.33,3.33,4.33,6.00,7.00,4.33
1,-3.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,1.50,1.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00
1,-8.00,5.33,1.00,2.67,5.33,2.00,2.67,5.33,3.00,2.67,5.33,4.00,3.67,5.33,5.00,2.67,4.33,6.00,2.67,5.33,7.00,2.67,5.33,2.67
1,-5.33,2.67,1.00,2.67,1.00,2.00,3.67,2.00,3.00,2.00,3.00,2.67,3.00,4.00,2.33,1.33,2.33,3.33,2.33,3.33,4.33,3.33,1.67,4.33
1,-6.00,4.00,4.50,2.00,2.50,3.00,3.50,1.00,3.00,2.00,4.00,3.00,2.00,4.00,3.00,2.00,4.00,3.00,2.00,4.00,1.50,5.00,2.50,3.50
3,-8.00,5.33,5.00,2.67,5.00,2.00,5.00,2.00,7.00,2.00,7.00,4.00,4.33,4.00,1.00,4.00,3.67,6.00,1.00,6.00,3.00,6.00,3.00,3.00
1,-12.00,4.00,3.00,8.00,7.00,6.00,5.00,10.00,3.00,8.00,1.00,6.00,5.00,4.00,9.00,8.00,7.00,6.00,11.00,4.00,9.00,2.00,7.00,5.00
1,-8.00,4.00,5.00,4.00,5.00,2.00,5.00,2.00,7.00,2.00,7.00,4.00,3.00,4.00,1.00,4.00,5.00,6.00,1.00,6.00,3.00,6.00,3.00,3.00
1,-6.00,2.00,3.00,4.00,3.50,1.50,1.00,2.00,3.00,4.00,5.00,3.00,1.00,2.00,3.00,4.00,5.00,4.50,1.00,2.00,3.00,4.00,5.00,2.50
1,-5.33,2.67,1.67,2.67,1.67,3.33,3.00,3.33,3.67,3.33,3.67,2.67,1.00,4.00,1.67,1.33,4.33,2.00,1.67,2.00,3.67,2.00,2.33,3.67
1,-8.00,2.67,5.00,5.33,5.00,2.00,5.00,2.00,7.00,2.00,4.33,4.00,7.00,4.00,1.00,4.00,1.00,6.00,3.67,6.00,3.00,6.00,3.00,3.00
2,-12.00,4.00,9.00,8.00,1.00,6.00,5.00,10.00,3.00,2.00,7.00,6.00,5.00,4.00,9.00,8.00,7.00,6.00,5.00,10.00,3.00,2.00,7.00,11.00
1,-8.00,2.67,5.00,5.33,5.00,2.00,5.00,2.00,4.33,2.00,7.00,4.00,7.00,4.00,3.67,4.00,1.00,6.00,1.00,6.00,3.00,6.00,3.00,3.00
1,-4.00,2.67,1.00,1.33,1.00,2.00,2.33,2.00,3.00,2.00,1.67,2.00,3.00,2.67,1.00,1.33,1.00,2.00,2.33,2.00,3.00,2.00,1.67,3.00
1,-8.00,3.56,3.00,4.44,3.89,6.00,4.78,4.22,1.00,5.11,1.89,4.00,5.44,2.22,7.00,5.78,2.56,2.00,6.11,2.89,5.00,3.78,3.22,4.11
1,-6.00,2.00,1.50,4.00,1.50,3.00,1.50,3.00,4.50,3.00,4.50,3.00,3.50,5.00,1.50,1.00,2.50,3.00,1.50,3.00,4.50,3.00,4.50,4.50
2,-12.00,4.00,4.50,8.00,8.50,9.00,6.50,1.00,7.50,5.00,5.50,6.00,3.50,10.00,4.50,2.00,8.50,3.00,6.50,7.00,7.50,11.00,5.50,3.50
5,-8.00,5.33,3.00,2.67,3.00,6.00,3.00,6.00,1.00,6.00,1.00,4.00,1.00,4.00,7.00,4.00,7.00,2.00,7.00,2.00,5.00,2.00,5.00,5.00
1,-6.00,2.00,4.75,4.00,2.75,3.50,4.75,3.50,2.25,3.50,2.25,3.00,2.25,5.00,3.75,1.00,3.75,2.50,3.75,2.50,1.25,2.50,1.25,3.25
1,-8.00,2.67,3.00,5.33,2.67,6.00,4.33,2.67,1.00,4.33,2.67,4.00,5.33,2.67,7.00,5.33,2.67,2.00,5.33,3.67,5.00,5.33,3.67,5.33
1,-4.80,3.20,1.80,1.60,2.60,1.20,3.40,2.00,1.80,2.80,3.80,2.40,3.40,2.00,3.00,2.80,1.40,3.60,1.00,2.00,3.00,2.80,1.40,2.20
1,-8.00,5.33,5.00,2.67,5.00,2.00,5.00,2.00,3.00,4.67,7.00,4.00,4.33,4.00,5.00,4.00,3.67,6.00,1.00,3.33,3.00,6.00,3.00,3.00
1,-5.33,2.67,4.33,2.67,1.67,3.33,4.33,3.33,2.33,3.33,3.67,2.67,2.33,4.00,3.00,1.33,3.00,2.00,1.67,2.00,1.00,2.00,1.00,3.67
1,-6.00,2.00,3.00,4.00,3.50,4.50,2.50,3.50,1.50,4.00,3.50,3.00,1.00,2.00,4.50,4.00,5.00,1.50,2.50,2.00,3.00,2.50,3.50,2.50
1,-8.00,2.67,5.00,5.33,3.67,2.00,2.33,4.67,7.00,3.33,1.67,4.00,4.33,2.67,1.00,5.33,3.67,6.00,6.33,4.67,3.00,3.33,5.67,4.33
1,-4.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,3.00,2.00,3.00,2.00,3.00,3.00
1,-6.00,4.00,1.50,2.00,1.50,3.00,2.50,3.00,4.50,3.00,4.50,3.00,4.50,1.00,1.50,5.00,1.50,3.00,1.50,3.00,4.50,3.00,3.50,4.50
1,-6.00,2.00,3.00,4.00,2.00,3.00,1.00,2.00,3.00,4.00,5.00,3.00,4.00,2.00,3.00,4.00,2.00,3.00,1.00,2.00,3.00,4.00,5.00,4.00
6,-12.00,8.00,4.50,4.00,6.50,9.00,8.50,5.00,7.50,1.00,9.50,6.00,5.50,2.00,4.50,10.00,6.50,3.00,2.50,11.00,7.50,7.00,3.50,5.50
1,-6.00,4.00,2.25,2.00,4.25,4.50,2.25,2.50,2.75,2.50,4.75,3.00,2.75,1.00,3.25,5.00,3.25,1.50,1.25,3.50,3.75,3.50,3.75,1.75
1,-4.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,3.00,2.00,3.00,2.00,1.00,2.00,3.00,3.00
1,-8.00,5.33,3.00,2.67,5.67,6.00,5.67,3.33,1.00,3.33,6.33,4.00,3.67,4.00,7.00,4.00,4.33,2.00,1.67,4.67,5.00,4.67,2.33,2.33
4,-12.00,4.00,7.50,8.00,5.50,3.00,9.50,7.00,4.50,11.00,8.50,6.00,6.50,10.00,7.50,2.00,5.50,9.00,3.50,1.00,4.50,5.00,2.50,6.50
1,-6.00,2.00,1.50,4.00,1.50,3.00,1.50,3.00,3.50,3.00,4.50,3.00,4.50,5.00,2.50,1.00,1.50,3.00,1.50,3.00,4.50,3.00,4.50,4.50
1,-8.00,5.33,7.00,2.67,5.67,6.00,4.33,4.67,5.00,3.33,5.00,4.00,2.33,5.33,3.00,2.67,5.67,2.00,3.00,4.67,1.00,3.33,3.67,2.33
2,-6.00,4.00,2.25,2.00,3.25,4.50,1.25,2.50,3.75,2.50,1.75,3.00,4.75,1.00,2.25,5.00,1.25,1.50,4.25,3.50,3.75,3.50,4.75,2.75
1,-5.05,1.68,3.00,3.37,1.53,3.47,2.58,3.89,1.42,3.05,3.11,2.53,1.00,2.32,3.63,2.74,4.05,1.58,1.95,2.00,2.05,1.16,2.47,3.53
2,-12.00,8.00,7.50,4.00,3.50,3.00,5.50,11.00,4.50,7.00,6.50,6.00,2.50,2.00,7.50,10.00,9.50,9.00,5.50,5.00,4.50,1.00,6.50,8.50
1,-8.00,5.33,5.00,2.67,5.00,2.00,2.33,4.67,7.00,2.00,4.33,4.00,4.33,4.00,1.00,4.00,3.67,6.00,3.67,6.00,3.00,3.33,5.67,3.00
1,-6.00,4.00,1.50,2.00,2.50,3.00,2.50,3.00,4.50,3.00,4.50,3.00,4.50,1.00,1.50,5.00,1.50,3.00,1.50,3.00,4.50,3.00,3.50,3.50
1,-4.00,1.33,2.00,2.67,1.33,1.00,2.67,1.33,3.00,1.67,2.33,2.00,1.67,1.33,1.00,2.67,2.33,3.00,1.67,2.33,2.00,2.67,1.33,2.67
1,-8.00,5.33,1.00,2.67,6.33,2.00,3.67,3.33,3.00,4.67,2.33,4.00,5.67,1.33,5.00,6.67,2.33,6.00,5.67,3.33,7.00,4.67,4.33,1.67
2,-6.00,4.00,3.00,2.00,1.00,4.50,5.00,4.00,3.00,2.00,2.50,3.00,5.00,4.00,3.00,2.00,1.00,1.50,3.50,4.00,3.00,2.00,1.00,5.00
1,-4.80,1.60,1.80,3.20,1.00,3.60,2.60,2.80,3.00,2.00,2.20,2.40,3.80,1.60,1.80,3.20,1.00,1.20,2.60,2.80,3.00,2.00,2.20,3.80
1,-4.00,2.67,3.00,1.33,2.67,2.00,1.33,1.67,1.00,1.33,2.67,2.00,1.33,2.67,3.00,1.33,2.67,2.00,1.33,2.67,1.00,2.33,2.67,1.33
1,-6.00,2.00,3.00,4.00,5.00,3.00,4.00,5.00,3.00,4.00,2.00,3.00,4.00,2.00,3.00,4.00,2.00,3.00,4.00,2.00,3.00,1.00,2.00,1.00
1,-4.00,2.00,3.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,3.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,3.00,1.00
1,-8.00,2.67,5.00,5.33,5.00,2.00,5.00,4.67,7.00,2.00,1.67,4.00,4.33,4.00,1.00,4.00,3.67,6.00,6.33,6.00,3.00,3.33,3.00,3.00
1,-6.00,4.00,5.00,2.00,5.00,4.00,5.00,4.00,3.00,4.00,3.00,3.00,3.00,4.00,3.00,2.00,3.00,2.00,3.00,2.00,1.00,2.00,1.00,1.00
4,-6.00,2.00,1.50,4.00,1.50,3.00,1.50,3.00,4.50,3.00,4.50,3.00,4.50,5.00,1.50,1.00,1.50,3.00,1.50,3.00,4.50,3.00,4.50,4.50
1,-8.00,4.00,5.00,4.00,5.00,6.00,1.00,2.00,3.00,6.00,3.00,4.00,3.00,4.00,5.00,4.00,5.00,2.00,5.00,2.00,3.00,6.00,7.00,3.00
1,-8.00,2.67,3.00,5.33,1.67,6.00,4.33,2.67,1.00,3.33,3.67,4.00,4.33,2.67,7.00,5.33,3.67,2.00,4.33,4.67,5.00,5.33,3.67,6.33
1,-8.00,5.33,1.00,2.67,5.33,2.00,2.67,5.33,3.00,2.67,4.33,4.00,2.67,5.33,5.00,2.67,5.33,6.00,3.67,5.33,7.00,2.67,5.33,2.67
1,-12.00,8.00,7.50,4.00,9.50,3.00,5.50,11.00,4.50,7.00,6.50,6.00,8.50,2.00,7.50,10.00,3.50,9.00,5.50,5.00,4.50,1.00,6.50,2.50
1,-8.00,2.67,3.00,5.33,4.67,6.00,5.33,2.67,1.00,4.33,2.67,4.00,4.33,2.67,7.00,5.33,3.67,2.00,5.33,3.67,5.00,5.33,2.67,3.33
1,-6.00,4.00,1.50,2.00,1.50,3.00,1.50,3.00,4.50,3.00,3.50,3.00,4.50,1.00,1.50,5.00,1.50,3.00,2.50,3.00,4.50,3.00,4.50,4.50
1,-8.00,2.67,5.67,5.33,7.00,6.00,3.00,6.00,5.00,6.00,5.00,4.00,5.00,4.00,3.00,4.00,3.00,2.00,3.00,2.00,2.33,2.00,5.00,1.00
1,-4.80,1.60,1.80,3.20,3.40,3.60,3.40,2.00,3.00,2.00,3.80,2.40,2.20,1.60,1.80,3.20,2.60,1.20,1.00,2.80,3.00,2.80,1.40,1.40
1,-4.80,1.60,2.20,3.20,3.80,1.20,2.20,1.20,1.80,2.80,3.40,2.40,3.40,2.40,3.00,2.40,1.40,3.60,1.40,2.00,2.60,3.60,2.60,1.00
1,-3.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.50,2.00,2.00,2.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00
1,-8.00,5.33,3.67,2.67,1.00,2.00,1.00,2.00,3.00,2.00,3.00,4.00,3.00,4.00,5.00,4.00,5.00,6.00,5.00,6.00,4.33,6.00,7.00,7.00
1,-6.00,4.00,3.00,2.00,1.00,3.00,2.00,4.00,3.00,2.00,4.00,3.00,2.00,1.00,3.00,5.00,4.00,3.00,2.00,4.00,3.00,2.00,4.00,5.00
1,-4.62,1.54,1.62,3.08,1.31,3.23,1.92,2.00,3.00,1.69,3.62,2.31,2.38,1.54,1.62,3.08,2.23,1.38,1.00,2.92,3.00,2.62,2.69,3.31
2,-8.00,5.33,1.00,2.67,2.33,2.00,3.67,3.33,3.00,4.67,4.33,4.00,5.67,1.33,5.00,6.67,2.33,6.00,3.67,3.33,7.00,4.67,4.33,5.67
1,-8.00,5.33,3.00,2.67,3.00,3.33,3.00,6.00,2.33,6.00,1.00,4.00,5.00,4.00,5.67,4.00,3.00,4.67,7.00,2.00,5.00,2.00,5.00,5.00
2,-4.00,2.00,3.00,2.00,3.00,2.00,3.00,2.00,3.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,1.00,1.00
1,-8.00,2.67,3.00,5.33,5.67,6.00,4.33,4.67,1.00,3.33,3.67,4.00,6.33,6.67,7.00,1.33,1.67,2.00,4.33,4.67,5.00,3.33,3.67,2.33
1,-8.00,2.67,3.00,5.33,5.67,6.00,5.67,3.33,1.00,3.33,3.67,4.00,6.33,6.67,7.00,1.33,1.67,2.00,4.33,4.67,5.00,4.67,2.33,2.33
1,-8.00,2.67,7.00,5.33,3.67,6.00,4.33,4.67,5.00,3.33,5.67,4.00,2.33,6.67,3.00,1.33,5.67,2.00,2.33,4.67,1.00,3.33,3.67,4.33
1,-8.00,4.00,7.00,4.00,5.00,6.00,3.00,6.00,5.00,2.00,5.00,4.00,5.00,4.00,3.00,4.00,3.00,2.00,3.00,6.00,1.00,2.00,5.00,3.00
1,-8.00,5.33,7.00,2.67,4.33,6.00,3.00,6.00,5.00,3.33,5.00,4.00,2.33,4.00,3.00,4.00,5.67,2.00,3.00,4.67,1.00,2.00,5.00,3.67
1,-6.00,4.00,2.25,2.00,3.25,1.50,4.25,2.50,3.75,3.50,4.75,3.00,2.75,1.00,2.25,5.00,3.25,4.50,1.25,2.50,3.75,3.50,1.75,2.75
1,-5.33,1.78,1.00,3.56,1.44,2.00,3.22,1.11,3.00,2.89,2.11,2.67,1.22,3.11,2.33,2.22,4.11,3.33,3.22,2.44,4.33,4.22,2.11,3.89
1,-8.00,5.33,3.00,2.67,3.00,6.00,3.00,3.33,1.00,6.00,6.33,4.00,3.67,4.00,7.00,4.00,4.33,2.00,1.67,2.00,5.00,4.67,5.00,5.00
1,-6.00,2.00,1.50,4.00,3.50,3.00,2.50,5.00,1.50,4.00,3.50,3.00,4.00,2.00,4.50,4.00,2.00,3.00,2.50,2.00,4.50,1.00,3.50,2.50
8,-8.00,5.33,1.00,2.67,1.00,2.00,1.00,2.00,3.00,2.00,3.00,4.00,3.00,4.00,5.00,4.00,5.00,6.00,5.00,6.00,7.00,6.00,7.00,7.00
1,-4.80,1.60,1.80,3.20,3.40,3.60,1.00,2.00,3.00,2.80,2.60,2.40,3.40,1.60,1.80,3.20,1.40,1.20,2.20,2.00,3.00,2.80,3.80,1.40
1,-6.00,2.00,2.25,4.00,2.25,2.50,4.25,2.50,2.75,2.50,4.75,3.00,4.75,5.00,3.25,1.00,1.25,3.50,1.25,3.50,3.75,3.50,1.75,3.75
1,-5.54,2.46,3.00,3.08,3.62,2.31,4.23,2.92,1.62,3.54,4.08,2.77,1.00,1.54,3.92,4.00,4.54,3.23,1.46,2.00,2.54,2.62,1.31,1.92
1,-4.80,3.20,3.00,1.60,1.40,3.60,2.20,3.20,3.00,2.80,1.40,2.40,1.00,3.20,1.80,1.60,3.80,1.20,3.40,2.00,1.80,1.60,2.60,3.40
2,-6.00,4.00,2.25,2.00,4.75,1.50,2.75,2.50,2.25,3.50,4.75,3.00,2.75,1.00,3.75,5.00,3.25,4.50,1.25,2.50,3.75,3.50,3.25,1.25
1,-8.00,2.67,5.00,5.33,5.00,2.00,5.00,2.00,7.00,2.00,3.00,4.00,5.67,4.00,1.00,4.00,2.33,6.00,5.00,6.00,3.00,6.00,3.00,3.00
1,-8.00,5.33,3.00,2.67,4.33,6.00,5.67,3.33,1.00,4.67,6.33,4.00,3.67,5.33,7.00,2.67,4.33,2.00,1.67,3.33,5.00,4.67,2.33,3.67
1,-5.33,2.67,2.33,2.67,2.33,2.00,3.67,2.00,4.33,2.00,4.33,2.67,1.67,1.33,1.00,4.00,3.67,3.33,1.00,3.33,3.00,3.33,1.67,3.00
1,-8.00,5.33,1.00,2.67,5.33,2.00,2.67,5.33,3.00,2.67,5.33,4.00,2.67,5.33,5.00,2.67,5.33,6.00,2.67,5.33,7.00,2.67,5.33,2.67
2,-4.80,2.80,1.80,2.00,1.00,3.60,3.80,2.80,3.00,2.00,1.00,2.40,3.80,2.80,1.80,2.00,1.00,1.20,3.80,2.80,3.00,2.00,1.00,3.80
2,-8.00,4.00,5.00,4.00,5.00,2.00,5.00,2.00,3.00,2.00,7.00,4.00,7.00,4.00,5.00,4.00,1.00,6.00,1.00,6.00,3.00,6.00,3.00,3.00
1,-12.00,8.00,9.00,4.00,5.00,6.00,7.00,2.00,3.00,4.00,11.00,6.00,7.00,8.00,9.00,4.00,5.00,6.00,1.00,8.00,3.00,10.00,5.00,7.00
1,-4.00,1.33,1.00,2.67,2.33,2.00,1.27,2.53,3.00,2.27,2.73,2.00,1.67,2.93,1.00,1.07,2.33,2.00,1.27,1.73,3.00,1.47,2.73,1.67
3,-8.00,2.67,3.00,5.33,3.00,6.00,3.00,6.00,1.00,6.00,1.00,4.00,3.67,4.00,7.00,4.00,4.33,2.00,7.00,2.00,5.00,2.00,5.00,5.00
3,-12.00,8.00,9.00,4.00,5.00,6.00,1.00,2.00,3.00,4.00,5.00,6.00,7.00,8.00,9.00,4.00,5.00,6.00,7.00,8.00,3.00,10.00,11.00,7.00
25,-24.00,16.00,15.00,8.00,7.00,6.00,23.00,22.00,21.00,14.00,13.00,12.00,5.00,4.00,3.00,20.00,19.00,18.00,11.00,10.00,9.00,2.00,1.00,17.00
1,-6.00,2.00,1.50,4.00,2.00,3.00,1.00,2.00,3.00,1.00,2.00,3.00,2.50,2.00,3.00,4.00,3.50,3.00,4.00,5.00,4.50,4.00,5.00,4.00
1,-5.42,2.84,3.39,2.58,2.35,1.35,4.42,3.42,2.42,3.16,3.71,2.71,1.13,4.00,3.00,1.42,4.29,4.06,1.71,2.26,2.03,2.00,1.00,3.06
2,-8.00,5.33,1.00,2.67,6.33,2.00,3.67,4.67,3.00,4.67,5.67,4.00,5.67,1.33,5.00,6.67,2.33,6.00,2.33,3.33,7.00,3.33,4.33,1.67
1,-6.00,2.00,1.50,4.00,3.50,3.00,2.50,5.00,1.50,1.00,3.50,3.00,2.50,2.00,4.50,4.00,3.50,3.00,2.50,5.00,4.50,1.00,3.50,2.50
1,-4.36,2.91,3.00,1.45,1.55,2.73,1.18,2.36,1.36,3.09,1.00,2.18,2.82,1.82,3.00,2.55,1.55,1.64,3.36,1.27,1.36,2.00,3.18,2.82
1,-8.00,5.33,5.00,2.67,5.00,2.00,5.00,2.00,7.00,2.00,4.33,4.00,3.00,4.00,1.00,4.00,5.00,6.00,3.67,6.00,3.00,6.00,3.00,3.00
1,-6.00,4.00,4.50,2.00,2.50,3.00,4.25,2.50,1.50,3.50,2.50,3.00,2.75,1.00,4.50,5.00,3.25,3.00,3.50,2.50,1.50,3.50,1.75,3.50
4,-12.00,8.00,3.00,4.00,11.00,6.00,7.00,2.00,9.00,10.00,5.00,6.00,7.00,8.00,3.00,4.00,5.00,6.00,7.00,2.00,9.00,10.00,5.00,1.00
1,-8.00,2.67,3.00,5.33,5.67,6.00,2.33,4.67,1.00,3.33,3.67,4.00,6.33,6.67,7.00,1.33,1.67,2.00,4.33,4.67,5.00,3.33,5.67,2.33
2,-8.00,2.67,1.00,5.33,3.67,2.00,2.33,4.67,3.00,3.33,5.67,4.00,4.33,6.67,5.00,1.33,3.67,6.00,2.33,4.67,7.00,3.33,5.67,4.33
1,-8.00,4.00,3.00,4.00,7.00,6.00,7.00,6.00,5.00,6.00,5.00,4.00,5.00,4.00,3.00,4.00,3.00,2.00,3.00,2.00,5.00,2.00,1.00,1.00
1,-12.00,8.00,9.00,4.00,5.00,6.00,7.00,2.00,9.00,4.00,11.00,6.00,7.00,8.00,3.00,4.00,5.00,6.00,1.00,8.00,3.00,10.00,5.00,7.00
1,-6.00,4.00,4.50,2.00,2.50,3.00,3.50,1.00,4.50,5.00,2.50,3.00,3.50,4.00,1.50,2.00,2.50,3.00,3.50,1.00,1.50,5.00,2.50,3.50
1,-8.00,5.33,7.00,2.67,4.33,6.00,1.67,3.33,5.00,2.27,2.33,4.00,2.87,4.53,3.00,3.47,5.13,2.00,5.67,5.73,1.00,4.67,6.33,3.67
1,-4.80,1.60,3.00,3.20,2.20,3.60,1.40,2.80,2.60,2.80,3.40,2.40,1.00,1.60,2.20,3.20,3.80,1.20,1.40,2.00,1.80,2.00,3.40,2.60
1,-6.00,2.00,4.25,4.00,4.25,2.50,3.25,2.50,1.75,2.50,1.75,3.00,1.75,5.00,4.25,1.00,4.25,3.50,4.25,3.50,1.75,3.50,2.75,1.75
3,-6.00,4.00,3.00,2.00,1.00,1.50,5.00,4.00,3.00,2.00,2.50,3.00,5.00,4.00,3.00,2.00,1.00,4.50,3.50,4.00,3.00,2.00,1.00,5.00
1,-4.00,1.33,1.00,2.67,2.33,2.00,1.00,2.00,3.00,2.00,3.00,2.00,3.00,1.33,1.00,2.67,1.00,2.00,1.00,2.00,3.00,2.00,3.00,1.67
2,-8.00,5.33,4.33,2.67,7.00,6.00,7.00,6.00,5.00,6.00,5.00,4.00,5.00,4.00,3.00,4.00,3.00,2.00,3.00,2.00,3.67,2.00,1.00,1.00
3,-8.00,4.00,3.00,4.00,7.00,2.00,3.00,2.00,5.00,6.00,5.00,4.00,1.00,4.00,3.00,4.00,7.00,6.00,3.00,2.00,5.00,6.00,5.00,1.00
1,-6.00,4.00,3.00,2.00,4.00,3.00,3.50,1.00,1.50,2.00,4.00,3.00,3.50,4.00,4.50,2.00,2.50,3.00,2.00,4.00,3.00,5.00,2.50,2.00
1,-6.00,2.00,3.00,4.00,5.00,4.50,1.00,2.00,3.00,4.00,3.50,3.00,1.00,2.00,3.00,4.00,5.00,1.50,2.50,2.00,3.00,4.00,5.00,1.00
1,-6.00,2.00,3.50,4.00,1.50,3.00,1.50,3.00,4.50,3.00,4.50,3.00,3.50,5.00,1.50,1.00,2.50,3.00,1.50,3.00,2.50,3.00,4.50,4.50
1,-8.00,5.33,5.00,2.67,5.33,2.00,2.67,5.33,7.00,2.67,4.33,4.00,2.67,5.33,1.00,2.67,5.33,6.00,3.67,5.33,3.00,2.67,5.33,2.67
1,-4.00,1.33,2.50,2.67,1.17,1.00,2.50,1.00,1.50,1.00,1.50,2.00,2.17,2.00,2.50,2.00,1.83,3.00,2.50,3.00,1.50,3.00,1.50,2.83
1,-8.00,5.33,5.00,2.67,2.33,2.00,5.67,3.33,7.00,4.67,4.33,4.00,5.67,3.33,1.00,4.67,2.33,6.00,3.67,3.33,3.00,4.67,2.33,5.67
