count,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28
1,-7.50,1.50,3.75,2.50,2.50,4.00,5.25,5.00,3.00,4.50,5.50,5.00,4.00,6.50,3.00,6.50,4.50,6.00,4.25,5.50,3.25,2.00,2.25,1.00,3.25,4.25,1.00,3.50,2.00,3.50
1,-5.00,4.00,2.50,3.33,3.33,3.33,3.00,1.67,3.00,2.00,2.33,1.67,2.33,1.67,3.00,3.67,2.00,1.00,1.67,1.33,3.33,2.67,2.00,3.33,2.33,2.67,1.33,1.67,3.67,2.67
1,-6.00,4.80,3.00,4.00,2.20,4.00,3.00,2.00,3.60,2.40,4.00,3.80,1.00,2.00,3.00,5.00,3.00,1.20,2.00,1.00,4.00,2.00,3.00,4.00,2.20,3.80,1.00,2.00,5.00,5.00
1,-7.50,5.25,3.75,5.00,5.00,6.50,1.50,2.50,3.00,4.50,4.25,2.50,6.50,4.00,3.00,4.00,4.50,2.25,5.50,4.25,2.00,3.25,6.00,3.50,2.00,5.50,3.50,1.00,3.25,1.00
1,-6.00,4.80,3.00,4.00,3.40,4.00,3.00,2.00,3.60,2.40,4.00,2.60,2.20,2.00,3.00,5.00,3.00,1.20,2.00,1.00,4.00,2.00,3.00,4.00,1.00,5.00,1.00,2.00,5.00,3.80
1,-6.00,3.60,3.00,2.00,5.00,2.60,3.60,4.00,1.20,4.80,3.20,1.00,4.10,3.10,1.20,3.10,4.80,2.40,2.20,1.70,3.80,2.80,2.40,2.90,3.80,2.20,2.90,3.40,4.30,1.90
1,-10.00,3.00,5.00,5.00,5.00,8.00,3.00,5.00,6.00,4.00,6.00,5.00,3.00,3.00,6.00,8.00,4.00,7.00,6.00,1.00,4.00,4.00,7.00,7.00,4.00,6.00,2.00,2.00,9.00,7.00
1,-7.50,6.00,3.75,2.50,2.50,3.50,6.00,5.00,4.50,3.00,5.75,5.00,1.00,3.50,4.50,3.50,3.00,1.50,2.00,2.00,5.50,1.75,1.50,4.00,5.50,2.00,4.00,4.00,5.50,6.50
1,-10.00,6.00,5.00,6.67,5.00,6.00,6.00,3.33,2.00,8.00,2.00,5.00,4.33,6.00,7.00,1.00,3.00,4.00,2.00,7.00,8.00,8.00,4.00,4.00,3.00,7.00,9.00,4.00,3.00,5.67
1,-6.00,1.20,3.00,2.00,5.00,2.34,2.49,4.00,2.40,3.60,2.69,1.00,4.49,3.49,3.69,1.34,2.31,4.80,3.83,4.83,2.17,3.31,3.51,2.51,4.31,1.69,4.66,3.66,1.17,1.51
1,-6.00,3.00,3.00,2.00,2.00,2.00,3.00,4.00,4.00,2.00,2.00,4.00,5.00,2.00,3.00,1.00,3.00,3.00,4.00,3.00,2.00,4.00,3.00,4.00,4.00,2.00,5.00,4.00,3.00,1.00
1,-3.00,1.00,1.50,2.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,2.00,1.00,1.00
1,-15.00,6.00,7.50,10.00,10.00,1.00,6.00,5.00,12.00,3.00,7.00,5.00,8.50,11.00,4.50,3.50,10.50,9.00,2.00,7.00,13.00,8.00,9.00,4.00,5.50,9.50,11.50,14.00,8.00,6.50
1,-10.00,6.00,5.00,5.00,5.00,6.00,1.00,5.00,2.00,8.00,2.00,5.00,1.00,6.00,7.00,6.00,3.00,4.00,2.00,7.00,8.00,8.00,9.00,4.00,3.00,7.00,4.00,4.00,3.00,9.00
1,-10.00,8.00,5.00,6.67,5.00,4.67,3.00,3.33,6.00,4.00,6.00,5.00,3.00,8.00,6.00,3.00,4.00,2.00,6.00,2.67,4.00,4.00,7.00,2.00,9.00,1.00,7.00,5.33,7.33,7.00
1,-5.00,2.00,2.50,1.67,1.67,2.00,2.83,3.33,4.00,1.00,2.33,3.33,2.83,2.00,1.50,1.17,3.50,3.00,3.17,1.50,1.83,2.67,2.17,3.00,2.67,2.33,3.83,3.00,3.50,2.17
1,-10.00,2.00,5.00,6.67,6.67,3.67,7.00,3.33,4.00,6.00,5.67,3.33,3.67,5.33,9.00,5.33,1.00,8.00,2.33,5.67,7.67,4.33,3.00,4.67,7.67,2.33,4.67,6.33,4.33,6.33
4,-15.00,12.00,7.50,10.00,2.50,7.00,4.50,5.00,9.00,6.00,4.00,12.50,7.00,2.00,1.50,9.50,13.50,3.00,14.00,11.50,1.00,11.00,10.50,13.00,8.50,6.50,5.50,8.00,3.50,8.00
1,-7.50,3.86,3.75,3.57,1.96,1.00,2.25,3.93,4.50,3.00,3.79,5.54,4.75,3.50,1.82,1.89,5.68,3.64,2.00,3.25,5.50,3.71,5.25,4.00,1.75,5.75,5.61,6.50,4.25,2.75
1,-6.00,3.00,3.00,2.00,2.00,2.00,1.50,4.00,3.00,3.00,5.00,4.00,3.50,3.00,4.50,2.50,1.50,3.00,4.00,3.50,2.00,1.00,4.50,3.00,1.50,4.50,3.50,4.00,2.50,2.50
5,-10.00,4.00,5.00,3.33,5.00,4.00,9.00,6.67,8.00,2.00,8.00,5.00,9.00,4.00,3.00,9.00,7.00,6.00,8.00,3.00,2.00,2.00,1.00,6.00,7.00,3.00,1.00,6.00,7.00,1.00
1,-6.00,2.00,3.00,2.00,5.00,2.00,3.00,4.00,4.00,2.00,4.00,1.00,3.00,2.00,5.00,3.00,1.00,4.00,4.00,5.00,2.00,2.00,3.00,4.00,1.00,5.00,3.00,4.00,1.00,3.00
3,-10.00,6.00,5.00,5.00,5.00,6.00,6.00,5.00,2.00,8.00,2.00,5.00,1.00,6.00,7.00,1.00,3.00,4.00,2.00,7.00,8.00,8.00,4.00,4.00,3.00,7.00,9.00,4.00,3.00,9.00
4,-10.00,2.00,5.00,3.33,5.00,2.00,7.00,6.67,4.00,6.00,4.00,5.00,7.00,2.00,9.00,7.00,1.00,8.00,4.00,9.00,6.00,6.00,3.00,8.00,1.00,9.00,3.00,8.00,1.00,3.00
1,-6.00,3.00,3.00,2.00,5.00,2.00,1.00,4.00,2.00,4.00,2.00,1.00,2.00,2.00,3.00,4.00,3.00,3.00,4.00,2.00,2.00,4.00,5.00,4.00,3.00,3.00,2.00,4.00,4.00,4.00
1,-5.00,3.00,2.50,2.50,2.50,3.00,3.00,2.50,1.00,4.00,1.00,2.50,3.00,3.00,1.00,3.00,4.00,2.00,1.00,1.00,4.00,4.00,2.00,2.00,1.50,3.50,2.00,2.00,4.00,2.00
3,-15.00,3.00,7.50,5.00,12.50,8.00,10.50,10.00,6.00,9.00,11.00,2.50,8.00,13.00,6.00,5.50,9.00,12.00,1.00,3.50,14.00,4.00,4.50,2.00,6.50,8.50,9.50,7.00,11.50,7.00
2,-6.00,1.20,3.00,2.00,5.00,2.00,3.00,4.00,2.40,3.60,2.00,1.00,5.00,4.00,3.00,1.00,3.00,4.80,4.00,5.00,2.00,4.00,3.00,2.00,5.00,1.00,5.00,4.00,1.00,1.00
1,-10.00,4.67,5.00,3.33,5.00,8.00,3.00,6.67,6.00,4.00,6.00,5.00,3.00,8.00,7.67,3.00,2.33,5.33,6.00,1.00,4.00,4.00,7.00,2.00,5.67,4.33,7.00,2.00,9.00,7.00
1,-3.00,1.00,1.50,2.00,1.00,2.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,2.00
1,-6.00,3.00,3.00,4.00,1.00,4.00,3.00,2.00,3.00,3.00,1.00,5.00,1.00,2.00,3.00,3.50,3.00,3.00,2.00,4.00,4.00,5.00,3.00,4.00,4.00,2.00,2.50,2.00,2.00,5.00
1,-5.00,2.33,2.50,1.67,1.67,4.00,2.33,3.33,3.00,2.00,3.00,3.33,4.00,4.00,3.00,1.50,2.00,2.67,3.00,1.33,2.00,2.00,2.67,1.00,2.00,3.00,3.50,1.00,3.67,1.00
1,-4.74,2.53,2.37,2.11,1.32,1.47,1.74,2.63,3.47,1.26,2.42,3.42,2.26,2.00,1.11,1.21,3.63,2.21,1.37,1.63,3.37,2.32,3.00,2.74,1.00,3.74,3.53,3.26,3.11,2.47
1,-10.00,4.00,5.00,6.67,1.67,2.67,9.00,3.33,8.00,2.00,4.67,8.33,5.67,7.33,3.00,2.33,7.00,6.00,5.33,3.67,4.67,5.33,1.00,2.67,3.67,6.33,7.67,7.33,6.33,4.33
1,-10.00,6.00,5.00,3.33,6.67,2.67,1.00,6.67,2.00,8.00,3.67,3.33,2.67,4.33,7.00,4.33,3.00,4.00,5.33,3.67,4.67,6.33,9.00,5.67,4.67,5.33,5.67,7.33,6.33,7.33
1,-10.00,8.00,5.00,5.00,5.00,3.00,3.00,5.00,6.00,4.00,6.00,5.00,3.00,3.00,1.00,8.00,9.00,2.00,6.00,6.00,4.00,4.00,7.00,7.00,4.00,6.00,2.00,7.00,4.00,7.00
1,-15.00,10.50,7.50,5.00,5.00,8.00,3.00,10.00,6.00,9.00,11.00,10.00,8.00,13.00,6.00,5.50,9.00,4.50,8.50,3.50,6.50,4.00,12.00,2.00,14.00,1.00,9.50,7.00,11.50,7.00
1,-5.00,3.00,2.50,1.67,1.67,2.17,3.00,3.33,1.00,4.00,2.67,3.33,2.17,1.33,1.00,1.33,4.00,2.00,1.83,2.67,3.17,2.33,2.00,3.67,3.17,1.83,3.67,2.83,2.33,2.83
1,-5.56,3.56,2.78,2.22,1.67,1.33,3.00,3.33,1.56,4.00,2.67,3.89,4.11,2.44,1.00,3.00,4.56,2.00,2.67,3.22,2.89,2.89,2.56,3.11,1.22,4.33,2.56,4.22,2.33,1.44
1,-6.43,2.57,3.21,3.57,4.64,4.00,3.64,2.86,3.00,3.43,4.43,1.79,5.07,5.43,4.07,2.21,2.36,3.86,3.71,1.21,2.71,2.00,2.79,1.00,3.79,2.64,4.21,2.43,5.21,1.36
3,-10.00,4.00,5.00,6.67,1.67,4.00,9.00,3.33,8.00,2.00,4.67,8.33,5.67,7.33,3.00,2.33,7.00,6.00,1.33,3.00,8.67,5.33,1.00,2.67,3.67,6.33,7.67,6.00,7.00,4.33
1,-7.50,4.50,3.75,5.00,1.25,2.00,2.00,2.50,4.00,3.50,6.50,6.25,5.75,4.50,5.25,3.25,2.25,3.00,4.00,2.75,3.50,1.00,5.50,3.00,2.25,5.25,4.25,5.50,4.75,1.75
1,-4.29,1.39,2.14,1.43,3.04,2.29,3.00,2.86,1.71,2.57,3.14,1.25,2.82,1.57,1.71,2.64,2.57,2.89,1.36,1.00,2.93,1.14,1.29,2.71,2.39,1.89,1.64,2.00,3.29,1.46
1,-5.25,3.75,2.63,1.75,3.63,1.00,2.63,3.50,2.25,3.00,3.25,1.63,3.63,2.00,2.63,1.63,2.63,1.50,2.00,3.63,3.25,2.00,2.63,3.25,3.63,1.63,3.63,4.25,1.63,1.63
1,-3.00,2.00,1.50,1.00,2.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00
1,-7.50,4.50,3.75,5.00,5.00,2.00,4.50,2.50,1.50,6.00,4.00,2.50,2.00,2.00,1.50,5.75,6.00,3.00,4.00,6.50,3.50,3.50,3.00,5.50,3.50,4.00,1.75,5.50,1.00,5.50
1,-10.00,8.00,5.00,6.67,1.67,4.67,3.00,3.33,6.00,4.00,2.67,8.33,4.67,6.33,1.00,6.33,9.00,2.00,4.33,7.67,5.67,7.33,7.00,3.67,5.67,4.33,3.67,5.33,2.33,5.33
1,-7.50,4.50,3.75,2.50,6.25,2.00,3.25,5.00,4.00,3.50,6.50,1.25,3.25,4.50,5.25,3.25,2.25,3.00,4.00,5.25,3.50,1.00,4.25,3.00,2.25,5.25,4.25,5.50,2.25,4.25
1,-6.67,2.33,3.33,2.22,2.22,2.89,5.67,4.44,4.67,2.00,5.22,4.44,2.89,3.44,3.00,5.11,3.67,4.33,4.11,1.89,2.56,1.44,1.00,3.22,4.22,2.44,1.56,3.78,4.78,3.78
1,-7.50,4.00,3.75,5.00,5.00,4.00,6.50,2.50,5.50,2.00,5.50,2.50,6.50,4.00,3.00,6.50,4.50,3.50,5.50,3.00,2.00,2.00,1.00,3.50,4.50,3.00,1.00,3.50,4.50,1.00
1,-7.50,1.50,3.75,2.50,2.50,4.00,5.25,5.00,3.00,4.50,5.50,5.00,4.00,4.00,3.00,6.50,4.50,6.00,4.25,5.50,3.25,2.00,2.25,3.50,5.75,1.75,1.00,3.50,2.00,3.50
1,-10.00,6.00,5.00,3.33,7.08,6.83,1.00,6.67,2.00,8.00,5.33,2.92,4.33,2.67,7.00,7.67,3.00,4.00,3.67,6.58,6.33,4.67,9.00,7.33,6.33,3.67,2.33,3.17,3.42,5.67
1,-3.00,2.00,1.50,2.00,2.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00
1,-6.00,2.40,3.00,2.00,5.00,2.90,3.90,4.00,4.80,1.20,1.55,1.00,1.40,3.40,1.80,3.40,4.20,3.60,2.80,3.80,3.20,4.45,2.10,2.60,4.70,1.30,2.60,3.10,2.20,4.60
1,-8.57,1.71,4.29,5.71,3.57,5.29,3.86,2.86,3.43,5.14,4.86,5.00,1.00,4.57,5.57,4.57,3.00,6.86,2.00,2.71,6.57,3.71,4.71,4.00,2.29,6.29,4.00,3.29,5.86,7.57
1,-5.00,2.00,2.50,2.50,1.25,2.00,3.25,2.50,1.50,3.50,4.00,3.75,3.25,2.00,2.75,2.00,2.25,3.00,1.50,1.50,3.50,1.00,1.75,3.00,3.50,1.50,3.00,3.00,3.50,1.75
1,-7.14,5.43,3.57,4.29,5.00,2.57,3.29,2.86,3.71,3.43,2.29,2.14,6.14,4.00,3.00,4.71,4.14,1.71,5.14,5.86,2.00,4.86,3.86,3.14,4.14,3.00,2.43,4.57,1.29,1.00
1,-3.00,1.00,1.50,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,2.00
2,-10.00,4.00,5.00,3.33,8.33,7.33,9.00,6.67,8.00,2.00,6.33,1.67,2.33,3.17,3.00,5.67,7.00,6.00,4.67,6.33,5.33,3.67,1.00,6.83,5.33,4.67,4.33,2.67,3.67,7.67
5,-15.00,3.00,7.50,10.00,10.00,13.00,3.00,5.00,6.00,9.00,1.00,5.00,13.00,8.00,6.00,8.00,9.00,12.00,11.00,8.50,4.00,14.00,12.00,7.00,4.00,11.00,7.00,2.00,6.50,2.00
1,-10.00,6.00,5.00,5.00,5.00,6.00,1.00,5.00,2.00,8.00,2.00,5.00,6.00,6.00,7.00,6.00,3.00,4.00,2.00,7.00,8.00,8.00,9.00,4.00,3.00,7.00,4.00,4.00,3.00,4.00
13,-15.00,12.00,7.50,10.00,10.00,7.00,12.00,5.00,9.00,6.00,4.00,5.00,7.00,2.00,9.00,2.00,6.00,3.00,14.00,4.00,1.00,11.00,3.00,13.00,1.00,14.00,13.00,8.00,11.00,8.00
1,-6.00,4.80,3.00,4.00,1.00,4.80,3.80,2.00,3.60,2.40,3.60,5.00,3.80,4.80,3.60,4.80,2.40,1.20,3.60,3.60,2.40,2.40,2.20,1.20,2.40,3.60,1.20,1.20,2.40,2.20
1,-7.50,3.50,3.75,4.17,1.67,2.67,1.00,3.33,2.00,5.50,3.67,5.83,5.17,1.83,4.50,1.83,3.00,4.00,2.83,3.67,4.67,3.83,6.50,5.67,4.67,2.83,5.67,4.83,3.83,2.33
1,-5.00,4.00,2.50,1.67,1.67,4.00,4.00,3.33,3.00,2.00,3.00,3.33,4.00,4.00,3.00,4.00,2.00,1.00,3.00,3.00,2.00,2.00,1.00,1.00,2.00,3.00,1.00,1.00,2.00,1.00
1,-5.62,4.50,2.81,3.44,3.44,3.25,2.62,2.19,3.37,2.25,2.12,2.19,2.31,2.00,3.37,1.06,2.25,1.12,1.81,1.19,3.81,3.50,3.00,3.62,1.00,4.62,4.56,2.37,4.44,3.31
1,-4.44,1.56,2.22,1.48,3.15,3.04,1.00,2.96,2.00,2.44,1.26,1.30,1.37,2.30,1.44,2.85,3.00,2.89,1.63,2.93,2.81,3.19,3.44,2.15,1.15,3.30,1.59,1.41,1.52,3.07
1,-5.00,2.00,2.50,2.67,1.67,1.67,4.00,2.33,4.00,1.00,1.67,3.33,1.67,3.33,1.50,3.33,3.50,3.00,3.33,2.67,1.67,3.33,1.00,1.67,1.67,3.33,1.67,3.33,2.33,3.33
1,-15.00,9.00,7.50,5.00,5.00,6.50,9.00,10.00,10.50,4.50,8.00,10.00,14.00,4.00,3.00,4.00,12.00,6.00,13.00,8.00,2.00,7.00,6.00,11.00,9.50,5.50,11.00,8.50,7.00,1.00
1,-3.00,1.00,1.50,1.00,2.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,2.00
1,-3.00,2.00,1.50,2.00,1.00,2.00,2.00,1.00,1.00,2.00,1.00,2.00,2.00,1.00,2.00,2.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00
1,-5.00,2.00,2.50,1.67,1.67,1.17,2.00,3.33,4.00,1.00,2.33,3.33,3.67,2.83,1.50,1.17,3.50,3.00,2.33,1.92,2.67,2.67,3.00,2.17,2.67,2.33,3.83,3.83,3.08,1.33
3,-15.00,12.00,7.50,5.00,5.00,2.00,12.00,10.00,9.00,6.00,6.50,10.00,9.50,7.00,9.00,7.00,6.00,3.00,4.00,14.00,11.00,8.50,3.00,8.00,11.00,4.00,8.00,13.00,1.00,5.50
1,-6.00,3.60,3.00,2.00,5.00,2.60,3.60,4.00,1.20,4.80,3.20,1.00,2.60,4.60,1.20,1.60,4.80,2.40,2.20,3.20,3.80,2.80,2.40,1.40,3.80,2.20,4.40,3.40,2.80,3.40
1,-5.00,2.00,2.50,2.50,3.75,2.00,2.00,2.50,4.00,1.00,1.50,1.25,3.25,2.00,2.75,2.00,2.25,3.00,4.00,4.00,1.00,3.50,3.00,3.00,3.50,1.50,3.00,3.00,1.00,1.75
1,-5.00,1.00,2.50,2.78,1.11,2.11,1.00,2.22,2.00,3.00,1.44,3.89,2.11,1.56,2.00,3.22,3.00,4.00,2.56,1.44,2.44,3.56,4.00,3.44,2.44,2.56,1.78,2.89,3.56,2.89
2,-15.00,9.00,7.50,5.00,12.50,14.00,1.50,10.00,3.00,12.00,8.00,2.50,6.50,4.00,10.50,11.50,4.50,6.00,13.00,8.00,2.00,7.00,13.50,11.00,9.50,5.50,3.50,1.00,7.00,8.50
5,-15.00,6.00,7.50,10.00,2.50,1.00,13.50,5.00,12.00,3.00,7.00,12.50,8.50,11.00,4.50,3.50,10.50,9.00,2.00,7.00,13.00,8.00,1.50,4.00,5.50,9.50,11.50,14.00,8.00,6.50
1,-6.67,2.67,3.33,3.33,5.00,2.67,2.67,3.33,5.33,1.33,2.00,1.67,4.33,4.33,3.67,1.00,3.00,4.00,3.67,5.33,3.00,4.67,4.00,2.33,3.00,3.67,5.67,4.00,1.33,2.33
1,-7.50,4.50,3.75,2.50,6.25,1.00,2.25,5.00,4.50,3.00,4.00,1.25,3.25,3.50,5.25,5.75,2.25,3.00,2.00,3.25,5.50,3.50,5.25,4.00,4.75,2.75,1.75,6.50,4.25,4.25
2,-7.50,4.50,3.75,5.00,5.00,2.00,4.50,2.50,1.50,6.00,2.75,2.50,2.00,5.13,3.38,1.38,4.13,3.00,4.00,6.50,3.50,4.75,3.00,2.38,3.50,4.00,6.13,5.50,1.00,5.50
1,-4.41,1.59,2.21,2.94,2.50,1.00,2.91,1.47,1.41,3.00,2.59,1.91,2.76,1.29,1.41,1.29,3.00,2.82,2.00,1.71,2.41,1.82,1.50,3.12,1.53,2.88,3.12,3.41,2.71,1.65
1,-7.50,3.50,3.75,4.17,1.67,2.67,1.00,3.33,2.00,5.50,3.67,5.83,5.17,4.33,4.50,1.83,3.00,4.00,2.83,3.67,4.67,3.83,6.50,3.17,2.17,5.33,5.67,4.83,3.83,2.33
1,-6.00,3.00,3.00,4.00,2.50,4.00,1.50,2.00,3.00,3.00,1.00,3.50,2.50,2.00,1.50,3.50,4.50,3.00,5.00,2.50,1.00,5.00,4.50,4.00,2.50,3.50,2.50,2.00,3.50,3.50
3,-15.00,3.00,7.50,10.00,10.00,13.00,3.00,5.00,6.00,9.00,1.00,5.00,5.50,8.00,6.00,8.00,9.00,12.00,11.00,8.50,4.00,14.00,12.00,7.00,4.00,11.00,7.00,2.00,6.50,9.50
1,-15.00,3.00,7.50,5.00,5.00,8.00,3.00,10.00,6.00,9.00,11.00,10.00,8.00,13.00,6.00,5.50,9.00,12.00,8.50,11.00,6.50,4.00,12.00,2.00,14.00,1.00,9.50,7.00,4.00,7.00
1,-7.50,2.25,3.75,2.50,6.25,1.00,2.25,5.00,4.50,3.00,3.25,1.25,4.75,3.50,2.63,3.50,4.88,5.25,2.00,3.25,5.50,4.25,5.25,4.00,1.75,5.75,4.00,6.50,4.25,2.75
